card_id,rarity,expansion_set,market_value,series,set_code,card_name,type,img_src
en-US-SWSH1-018-dottler.jpg,02 uncommon,SWSH1,0.02,SWSH,SSH,Dottler,pokemon,en-US-SWSH1-018-dottler.jpg
en-US-SWSH1-019-orbeetle.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Orbeetle,pokemon,en-US-SWSH1-019-orbeetle.jpg
en-US-SWSH1-020-gossifleur.jpg,01 common,SWSH1,0.03,SWSH,SSH,Gossifleur,pokemon,en-US-SWSH1-020-gossifleur.jpg
en-US-SWSH1-021-eldegoss.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Eldegoss,pokemon,en-US-SWSH1-021-eldegoss.jpg
en-US-SWSH1-022-vulpix-1.jpg,01 common,SWSH1,0.04,SWSH,SSH,Vulpix,pokemon,en-US-SWSH1-022-vulpix-1.jpg
en-US-SWSH1-023-ninetales.jpg,03 rare,SWSH1,0.09,SWSH,SSH,Ninetales,pokemon,en-US-SWSH1-023-ninetales.jpg
en-US-SWSH1-024-torkoal-v.jpg,04 rare holo,SWSH1,1.69,SWSH,SSH,Torkoal V,pokemon,en-US-SWSH1-024-torkoal-v.jpg
en-US-SWSH1-025-victini-v.jpg,04 rare holo,SWSH1,2.19,SWSH,SSH,Victini V,pokemon,en-US-SWSH1-025-victini-v.jpg
en-US-SWSH1-026-heatmor.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Heatmor,pokemon,en-US-SWSH1-026-heatmor.jpg
en-US-SWSH1-027-salandit.jpg,01 common,SWSH1,0.03,SWSH,SSH,Salandit,pokemon,en-US-SWSH1-027-salandit.jpg
en-US-SWSH1-028-salazzle.jpg,02 uncommon,SWSH1,0.03,SWSH,SSH,Salazzle,pokemon,en-US-SWSH1-028-salazzle.jpg
en-US-SWSH1-029-turtonator.jpg,03 rare,SWSH1,0.12,SWSH,SSH,Turtonator,pokemon,en-US-SWSH1-029-turtonator.jpg
en-US-SWSH1-030-scorbunny.jpg,01 common,SWSH1,0.03,SWSH,SSH,Scorbunny,pokemon,en-US-SWSH1-030-scorbunny.jpg
en-US-SWSH1-031-scorbunny.png,01 common,SWSH1,0.03,SWSH,SSH,Scorbunny,pokemon,en-US-SWSH1-031-scorbunny.png
en-US-SWSH1-032-raboot.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Raboot,pokemon,en-US-SWSH1-032-raboot.jpg
en-US-SWSH1-033-raboot.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Raboot,pokemon,en-US-SWSH1-033-raboot.jpg
en-US-SWSH1-034-cinderace.jpg,04 rare holo,SWSH1,0.22,SWSH,SSH,Cinderace,pokemon,en-US-SWSH1-034-cinderace.jpg
en-US-SWSH1-035-cinderace.jpg,04 rare holo,SWSH1,0.13,SWSH,SSH,Cinderace,pokemon,en-US-SWSH1-035-cinderace.jpg
en-US-SWSH1-036-cinderace.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Cinderace,pokemon,en-US-SWSH1-036-cinderace.jpg
en-US-SWSH1-037-sizzlipede.jpg,01 common,SWSH1,0.02,SWSH,SSH,Sizzlipede,pokemon,en-US-SWSH1-037-sizzlipede.jpg
en-US-SWSH1-038-sizzlipede.jpg,01 common,SWSH1,0.01,SWSH,SSH,Sizzlipede,pokemon,en-US-SWSH1-038-sizzlipede.jpg
en-US-SWSH1-039-centiskorch.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Centiskorch,pokemon,en-US-SWSH1-039-centiskorch.jpg
en-US-SWSH1-040-shellder.jpg,01 common,SWSH1,0.03,SWSH,SSH,Shellder,pokemon,en-US-SWSH1-040-shellder.jpg
en-US-SWSH1-041-cloyster.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Cloyster,pokemon,en-US-SWSH1-041-cloyster.jpg
en-US-SWSH1-042-krabby.jpg,01 common,SWSH1,0.02,SWSH,SSH,Krabby,pokemon,en-US-SWSH1-042-krabby.jpg
en-US-SWSH1-043-krabby.jpg,01 common,SWSH1,0.04,SWSH,SSH,Krabby,pokemon,en-US-SWSH1-043-krabby.jpg
en-US-SWSH1-044-kingler.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Kingler,pokemon,en-US-SWSH1-044-kingler.jpg
en-US-SWSH1-045-goldeen.jpg,01 common,SWSH1,0.02,SWSH,SSH,Goldeen,pokemon,en-US-SWSH1-045-goldeen.jpg
en-US-SWSH1-046-goldeen.jpg,01 common,SWSH1,0.04,SWSH,SSH,Goldeen,pokemon,en-US-SWSH1-046-goldeen.jpg
en-US-SWSH1-047-seaking.jpg,02 uncommon,SWSH1,0.03,SWSH,SSH,Seaking,pokemon,en-US-SWSH1-047-seaking.jpg
en-US-SWSH1-048-lapras.jpg,03 rare,SWSH1,0.09,SWSH,SSH,Lapras,pokemon,en-US-SWSH1-048-lapras.jpg
en-US-SWSH1-049-lapras-v.jpg,04 rare holo,SWSH1,1.75,SWSH,SSH,Lapras V,pokemon,en-US-SWSH1-049-lapras-v.jpg
en-US-SWSH1-050-lapras-vmax.jpg,05 rare ultra,SWSH1,5,SWSH,SSH,Lapras vmax,pokemon,en-US-SWSH1-050-lapras-vmax.jpg
en-US-SWSH1-051-qwilfish.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Qwilfish,pokemon,en-US-SWSH1-051-qwilfish.jpg
en-US-SWSH1-052-mantine.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Mantine,pokemon,en-US-SWSH1-052-mantine.jpg
en-US-SWSH1-053-keldeo-v.jpg,04 rare holo,SWSH1,1.5,SWSH,SSH,Keldeo V,pokemon,en-US-SWSH1-053-keldeo-v.jpg
en-US-SWSH1-054-sobble.jpg,01 common,SWSH1,0.03,SWSH,SSH,Sobble,pokemon,en-US-SWSH1-054-sobble.jpg
en-US-SWSH1-055-sobble.jpg,01 common,SWSH1,0.03,SWSH,SSH,Sobble,pokemon,en-US-SWSH1-055-sobble.jpg
en-US-SWSH1-056-drizzile.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Drizzile,pokemon,en-US-SWSH1-056-drizzile.jpg
en-US-SWSH1-057-drizzile.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Drizzile,pokemon,en-US-SWSH1-057-drizzile.jpg
en-US-SWSH1-058-inteleon.jpg,04 rare holo,SWSH1,0.2,SWSH,SSH,Inteleon,pokemon,en-US-SWSH1-058-inteleon.jpg
en-US-SWSH1-059-inteleon.jpg,03 rare,SWSH1,0.13,SWSH,SSH,Inteleon,pokemon,en-US-SWSH1-059-inteleon.jpg
en-US-SWSH1-060-chewtle.jpg,01 common,SWSH1,0.03,SWSH,SSH,Chewtle,pokemon,en-US-SWSH1-060-chewtle.jpg
en-US-SWSH1-061-drednaw.jpg,03 rare,SWSH1,0.08,SWSH,SSH,Drednaw,pokemon,en-US-SWSH1-061-drednaw.jpg
en-US-SWSH1-062-cramorant.jpg,03 rare,SWSH1,0.06,SWSH,SSH,Cramorant,pokemon,en-US-SWSH1-062-cramorant.jpg
en-US-SWSH1-063-snom.jpg,01 common,SWSH1,0.04,SWSH,SSH,Snom,pokemon,en-US-SWSH1-063-snom.jpg
en-US-SWSH1-064-frosmoth.jpg,04 rare holo,SWSH1,0.7,SWSH,SSH,Frosmoth,pokemon,en-US-SWSH1-064-frosmoth.jpg
en-US-SWSH1-065-pikachu.jpg,01 common,SWSH1,0.04,SWSH,SSH,Pikachu,pokemon,en-US-SWSH1-065-pikachu.jpg
en-US-SWSH1-066-raichu.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Raichu,pokemon,en-US-SWSH1-066-raichu.jpg
en-US-SWSH1-067-chinchou.jpg,01 common,SWSH1,0.02,SWSH,SSH,Chinchou,pokemon,en-US-SWSH1-067-chinchou.jpg
en-US-SWSH1-068-chinchou.jpg,01 common,SWSH1,0.02,SWSH,SSH,Chinchou,pokemon,en-US-SWSH1-068-chinchou.jpg
en-US-SWSH1-069-lanturn.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Lanturn,pokemon,en-US-SWSH1-069-lanturn.jpg
en-US-SWSH1-070-joltik.jpg,01 common,SWSH1,0.03,SWSH,SSH,Joltik,pokemon,en-US-SWSH1-070-joltik.jpg
en-US-SWSH1-071-galvantula.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Galvantula,pokemon,en-US-SWSH1-071-galvantula.jpg
en-US-SWSH1-072-tapu-koko-v.jpg,04 rare holo,SWSH1,1.99,SWSH,SSH,Tapu Koko V,pokemon,en-US-SWSH1-072-tapu-koko-v.jpg
en-US-SWSH1-073-yamper.jpg,01 common,SWSH1,0.05,SWSH,SSH,Yamper,pokemon,en-US-SWSH1-073-yamper.jpg
en-US-SWSH1-074-yamper.jpg,01 common,SWSH1,0.03,SWSH,SSH,Yamper,pokemon,en-US-SWSH1-074-yamper.jpg
en-US-SWSH1-075-boltund.jpg,04 rare holo,SWSH1,0.14,SWSH,SSH,Boltund,pokemon,en-US-SWSH1-075-boltund.jpg
en-US-SWSH1-076-boltund.jpg,04 rare holo,SWSH1,0.14,SWSH,SSH,Boltund,pokemon,en-US-SWSH1-076-boltund.jpg
en-US-SWSH1-077-pincurchin.jpg,01 common,SWSH1,0.04,SWSH,SSH,Pincurchin,pokemon,en-US-SWSH1-077-pincurchin.jpg
en-US-SWSH1-078-morpeko.jpg,03 rare,SWSH1,0.09,SWSH,SSH,Morpeko,pokemon,en-US-SWSH1-078-morpeko.jpg
en-US-SWSH1-079-morpeko-v.jpg,04 rare holo,SWSH1,1.94,SWSH,SSH,Morpeko V,pokemon,en-US-SWSH1-079-morpeko-v.jpg
en-US-SWSH1-080-morpeko-vmax.jpg,05 rare ultra,SWSH1,2.48,SWSH,SSH,Morpeko vmax,pokemon,en-US-SWSH1-080-morpeko-vmax.jpg
en-US-SWSH1-081-galarian-ponyta.jpg,01 common,SWSH1,0.04,SWSH,SSH,Galarian Ponyta,pokemon,en-US-SWSH1-081-galarian-ponyta.jpg
en-US-SWSH1-082-galarian-rapidash.jpg,03 rare,SWSH1,0.14,SWSH,SSH,Galarian Rapidash,pokemon,en-US-SWSH1-082-galarian-rapidash.jpg
en-US-SWSH1-083-gastly.jpg,01 common,SWSH1,0.02,SWSH,SSH,Gastly,pokemon,en-US-SWSH1-083-gastly.jpg
en-US-SWSH1-084-haunter.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Haunter,pokemon,en-US-SWSH1-084-haunter.jpg
en-US-SWSH1-085-gengar.jpg,04 rare holo,SWSH1,0.19,SWSH,SSH,Gengar,pokemon,en-US-SWSH1-085-gengar.jpg
en-US-SWSH1-086-wobbuffet-v.jpg,04 rare holo,SWSH1,1.14,SWSH,SSH,Wobbuffet V,pokemon,en-US-SWSH1-086-wobbuffet-v.jpg
en-US-SWSH1-087-munna.jpg,01 common,SWSH1,0.04,SWSH,SSH,Munna,pokemon,en-US-SWSH1-087-munna.jpg
en-US-SWSH1-088-musharna.jpg,03 rare,SWSH1,0.07,SWSH,SSH,Musharna,pokemon,en-US-SWSH1-088-musharna.jpg
en-US-SWSH1-089-sinistea.jpg,01 common,SWSH1,0.03,SWSH,SSH,Sinistea,pokemon,en-US-SWSH1-089-sinistea.jpg
en-US-SWSH1-090-polteageist.jpg,03 rare,SWSH1,0.08,SWSH,SSH,Polteageist,pokemon,en-US-SWSH1-090-polteageist.jpg
en-US-SWSH1-091-indeedee-v.jpg,04 rare holo,SWSH1,1.9,SWSH,SSH,Indeedee V,pokemon,en-US-SWSH1-091-indeedee-v.jpg
en-US-SWSH1-092-diglett.jpg,01 common,SWSH1,0.02,SWSH,SSH,Diglett,pokemon,en-US-SWSH1-092-diglett.jpg
en-US-SWSH1-093-dugtrio.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Dugtrio,pokemon,en-US-SWSH1-093-dugtrio.jpg
en-US-SWSH1-094-hitmonlee.jpg,02 uncommon,SWSH1,0.02,SWSH,SSH,Hitmonlee,pokemon,en-US-SWSH1-094-hitmonlee.jpg
en-US-SWSH1-095-hitmonchan.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Hitmonchan,pokemon,en-US-SWSH1-095-hitmonchan.jpg
en-US-SWSH1-096-rhyhorn.jpg,01 common,SWSH1,0.02,SWSH,SSH,Rhyhorn,pokemon,en-US-SWSH1-096-rhyhorn.jpg
en-US-SWSH1-097-rhyhorn.jpg,01 common,SWSH1,0.04,SWSH,SSH,Rhyhorn,pokemon,en-US-SWSH1-097-rhyhorn.jpg
en-US-SWSH1-098-rhydon.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Rhydon,pokemon,en-US-SWSH1-098-rhydon.jpg
en-US-SWSH1-099-rhyperior.jpg,04 rare holo,SWSH1,0.14,SWSH,SSH,Rhyperior,pokemon,en-US-SWSH1-099-rhyperior.jpg
en-US-SWSH1-100-sudowoodo.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Sudowoodo,pokemon,en-US-SWSH1-100-sudowoodo.jpg
en-US-SWSH1-101-baltoy.jpg,01 common,SWSH1,0.02,SWSH,SSH,Baltoy,pokemon,en-US-SWSH1-101-baltoy.jpg
en-US-SWSH1-102-baltoy.jpg,01 common,SWSH1,0.04,SWSH,SSH,Baltoy,pokemon,en-US-SWSH1-102-baltoy.jpg
en-US-SWSH1-103-claydol.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Claydol,pokemon,en-US-SWSH1-103-claydol.jpg
en-US-SWSH1-104-regirock-v.jpg,04 rare holo,SWSH1,1.5,SWSH,SSH,Regirock V,pokemon,en-US-SWSH1-104-regirock-v.jpg
en-US-SWSH1-105-mudbray.jpg,01 common,SWSH1,0.05,SWSH,SSH,Mudbray,pokemon,en-US-SWSH1-105-mudbray.jpg
en-US-SWSH1-106-mudsdale.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Mudsdale,pokemon,en-US-SWSH1-106-mudsdale.jpg
en-US-SWSH1-107-silicobra.jpg,01 common,SWSH1,0.03,SWSH,SSH,Silicobra,pokemon,en-US-SWSH1-107-silicobra.jpg
en-US-SWSH1-108-silicobra.jpg,01 common,SWSH1,0.02,SWSH,SSH,Silicobra,pokemon,en-US-SWSH1-108-silicobra.jpg
en-US-SWSH1-109-sandaconda.jpg,03 rare,SWSH1,0.06,SWSH,SSH,Sandaconda,pokemon,en-US-SWSH1-109-sandaconda.jpg
en-US-SWSH1-110-sandaconda.jpg,04 rare holo,SWSH1,0.15,SWSH,SSH,Sandaconda,pokemon,en-US-SWSH1-110-sandaconda.jpg
en-US-SWSH1-111-clobbopus.jpg,01 common,SWSH1,0.01,SWSH,SSH,Clobbopus,pokemon,en-US-SWSH1-111-clobbopus.jpg
en-US-SWSH1-112-clobbopus.jpg,01 common,SWSH1,0.03,SWSH,SSH,Clobbopus,pokemon,en-US-SWSH1-112-clobbopus.jpg
en-US-SWSH1-113-grapploct.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Grapploct,pokemon,en-US-SWSH1-113-grapploct.jpg
en-US-SWSH1-114-stonjourner.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Stonjourner,pokemon,en-US-SWSH1-114-stonjourner.jpg
en-US-SWSH1-115-stonjourner-v.jpg,04 rare holo,SWSH1,1.73,SWSH,SSH,Stonjourner V,pokemon,en-US-SWSH1-115-stonjourner-v.jpg
en-US-SWSH1-116-stonjourner-vmax.jpg,05 rare ultra,SWSH1,2.99,SWSH,SSH,Stonjourner vmax,pokemon,en-US-SWSH1-116-stonjourner-vmax.jpg
en-US-SWSH1-117-galarian-zigzagoon.jpg,01 common,SWSH1,0.03,SWSH,SSH,Galarian Zigzagoon,pokemon,en-US-SWSH1-117-galarian-zigzagoon.jpg
en-US-SWSH1-118-galarian-linoone.jpg,02 uncommon,SWSH1,0.03,SWSH,SSH,Galarian Linoone,pokemon,en-US-SWSH1-118-galarian-linoone.jpg
en-US-SWSH1-119-galarian-obstagoon.jpg,04 rare holo,SWSH1,0.26,SWSH,SSH,Galarian Obstagoon,pokemon,en-US-SWSH1-119-galarian-obstagoon.jpg
en-US-SWSH1-120-sableye-v.jpg,04 rare holo,SWSH1,1.85,SWSH,SSH,Sableye V,pokemon,en-US-SWSH1-120-sableye-v.jpg
en-US-SWSH1-121-skorupi.jpg,01 common,SWSH1,0.03,SWSH,SSH,Skorupi,pokemon,en-US-SWSH1-121-skorupi.jpg
en-US-SWSH1-122-drapion.jpg,03 rare,SWSH1,0.08,SWSH,SSH,Drapion,pokemon,en-US-SWSH1-122-drapion.jpg
en-US-SWSH1-123-croagunk.jpg,01 common,SWSH1,0.03,SWSH,SSH,Croagunk,pokemon,en-US-SWSH1-123-croagunk.jpg
en-US-SWSH1-124-toxicroak.jpg,04 rare holo,SWSH1,0.15,SWSH,SSH,Toxicroak,pokemon,en-US-SWSH1-124-toxicroak.jpg
en-US-SWSH1-125-nickit.jpg,01 common,SWSH1,0.04,SWSH,SSH,Nickit,pokemon,en-US-SWSH1-125-nickit.jpg
en-US-SWSH1-126-thievul.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Thievul,pokemon,en-US-SWSH1-126-thievul.jpg
en-US-SWSH1-127-galarian-meowth.jpg,01 common,SWSH1,0.03,SWSH,SSH,Galarian Meowth,pokemon,en-US-SWSH1-127-galarian-meowth.jpg
en-US-SWSH1-128-galarian-perrserker.jpg,04 rare holo,SWSH1,0.2,SWSH,SSH,Galarian Perrserker,pokemon,en-US-SWSH1-128-galarian-perrserker.jpg
en-US-SWSH1-129-mawile.jpg,01 common,SWSH1,0.03,SWSH,SSH,Mawile,pokemon,en-US-SWSH1-129-mawile.jpg
en-US-SWSH1-130-ferroseed.jpg,01 common,SWSH1,0.03,SWSH,SSH,Ferroseed,pokemon,en-US-SWSH1-130-ferroseed.jpg
en-US-SWSH1-131-ferrothorn.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Ferrothorn,pokemon,en-US-SWSH1-131-ferrothorn.jpg
en-US-SWSH1-132-galarian-stunfisk.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Galarian Stunfisk,pokemon,en-US-SWSH1-132-galarian-stunfisk.jpg
en-US-SWSH1-133-pawniard.jpg,01 common,SWSH1,0.04,SWSH,SSH,Pawniard,pokemon,en-US-SWSH1-133-pawniard.jpg
en-US-SWSH1-134-bisharp.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Bisharp,pokemon,en-US-SWSH1-134-bisharp.jpg
en-US-SWSH1-135-corviknight.jpg,03 rare,SWSH1,0.1,SWSH,SSH,Corviknight,pokemon,en-US-SWSH1-135-corviknight.jpg
en-US-SWSH1-136-cufant.jpg,01 common,SWSH1,0.04,SWSH,SSH,Cufant,pokemon,en-US-SWSH1-136-cufant.jpg
en-US-SWSH1-137-copperajah.jpg,04 rare holo,SWSH1,0.05,SWSH,SSH,Copperajah,pokemon,en-US-SWSH1-137-copperajah.jpg
en-US-SWSH1-138-zacian-v.jpg,04 rare holo,SWSH1,13.99,SWSH,SSH,Zacian V,pokemon,en-US-SWSH1-138-zacian-v.jpg
en-US-SWSH1-139-zamazenta-v.jpg,04 rare holo,SWSH1,1.99,SWSH,SSH,Zamazenta V,pokemon,en-US-SWSH1-139-zamazenta-v.jpg
en-US-SWSH1-140-snorlax.jpg,03 rare,SWSH1,0.07,SWSH,SSH,Snorlax,pokemon,en-US-SWSH1-140-snorlax.jpg
en-US-SWSH1-141-snorlax-v.jpg,04 rare holo,SWSH1,1.94,SWSH,SSH,Snorlax V,pokemon,en-US-SWSH1-141-snorlax-v.jpg
en-US-SWSH1-142-snorlax-vmax.jpg,05 rare ultra,SWSH1,7.92,SWSH,SSH,Snorlax vmax,pokemon,en-US-SWSH1-142-snorlax-vmax.jpg
en-US-SWSH1-143-hoothoot.jpg,01 common,SWSH1,0.02,SWSH,SSH,Hoothoot,pokemon,en-US-SWSH1-143-hoothoot.jpg
en-US-SWSH1-144-noctowl.jpg,03 rare,SWSH1,0.05,SWSH,SSH,Noctowl,pokemon,en-US-SWSH1-144-noctowl.jpg
en-US-SWSH1-145-minccino.jpg,01 common,SWSH1,0.04,SWSH,SSH,Minccino,pokemon,en-US-SWSH1-145-minccino.jpg
en-US-SWSH1-146-minccino.jpg,01 common,SWSH1,0.02,SWSH,SSH,Minccino,pokemon,en-US-SWSH1-146-minccino.jpg
en-US-SWSH1-147-cinccino.jpg,03 rare,SWSH1,0.25,SWSH,SSH,Cinccino,pokemon,en-US-SWSH1-147-cinccino.jpg
en-US-SWSH1-148-oranguru.jpg,04 rare holo,SWSH1,0.7,SWSH,SSH,Oranguru,pokemon,en-US-SWSH1-148-oranguru.jpg
en-US-SWSH1-149-drampa.jpg,03 rare,SWSH1,0.07,SWSH,SSH,Drampa,pokemon,en-US-SWSH1-149-drampa.jpg
en-US-SWSH1-150-rookidee.jpg,01 common,SWSH1,0.01,SWSH,SSH,Rookidee,pokemon,en-US-SWSH1-150-rookidee.jpg
en-US-SWSH1-151-corvisquire.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Corvisquire,pokemon,en-US-SWSH1-151-corvisquire.jpg
en-US-SWSH1-152-wooloo.jpg,01 common,SWSH1,0.03,SWSH,SSH,Wooloo,pokemon,en-US-SWSH1-152-wooloo.jpg
en-US-SWSH1-153-wooloo.jpg,01 common,SWSH1,0.05,SWSH,SSH,Wooloo,pokemon,en-US-SWSH1-153-wooloo.jpg
en-US-SWSH1-154-dubwool.jpg,02 uncommon,SWSH1,0.04,SWSH,SSH,Dubwool,pokemon,en-US-SWSH1-154-dubwool.jpg
en-US-SWSH1-155-cramorant-v.jpg,04 rare holo,SWSH1,1.79,SWSH,SSH,Cramorant V,pokemon,en-US-SWSH1-155-cramorant-v.jpg
en-US-SWSH1-156-air-balloon.jpg,02 uncommon,SWSH1,0.1,SWSH,SSH,Air Balloon,trainer,en-US-SWSH1-156-air-balloon.jpg
en-US-SWSH1-157-bede.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Bede,trainer,en-US-SWSH1-157-bede.jpg
en-US-SWSH1-158-big-charm.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Big Charm,trainer,en-US-SWSH1-158-big-charm.jpg
en-US-SWSH1-159-crushing-hammer.jpg,02 uncommon,SWSH1,0.03,SWSH,SSH,Crushing Hammer,trainer,en-US-SWSH1-159-crushing-hammer.jpg
en-US-SWSH1-160-energy-retrieval.jpg,02 uncommon,SWSH1,0.03,SWSH,SSH,Energy Retrieval,trainer,en-US-SWSH1-160-energy-retrieval.jpg
en-US-SWSH1-161-energy-search.jpg,02 uncommon,SWSH1,0.02,SWSH,SSH,Energy Search,trainer,en-US-SWSH1-161-energy-search.jpg
en-US-SWSH1-162-energy-switch.jpg,02 uncommon,SWSH1,0.01,SWSH,SSH,Energy Switch,trainer,en-US-SWSH1-162-energy-switch.jpg
en-US-SWSH1-163-evolution-incense.jpg,02 uncommon,SWSH1,0.1,SWSH,SSH,Evolution Incense,trainer,en-US-SWSH1-163-evolution-incense.jpg
en-US-SWSH1-164-great-ball.jpg,02 uncommon,SWSH1,0.02,SWSH,SSH,Great Ball,trainer,en-US-SWSH1-164-great-ball.jpg
en-US-SWSH1-165-hop.jpg,02 uncommon,SWSH1,0.01,SWSH,SSH,Hop,trainer,en-US-SWSH1-165-hop.jpg
en-US-SWSH1-166-hyper-potion.jpg,02 uncommon,SWSH1,0.01,SWSH,SSH,Hyper Potion,trainer,en-US-SWSH1-166-hyper-potion.jpg
en-US-SWSH1-167-lucky-egg.jpg,02 uncommon,SWSH1,0.05,SWSH,SSH,Lucky Egg,trainer,en-US-SWSH1-167-lucky-egg.jpg
